asof,ticker,smirk,otm_call_oi,otm_call_oi_d5
2026-08-05,AAOI,-0.30908125854492274,13088.0,
2026-08-05,ABCL,0.3359358203125,11272.0,
2026-08-05,ABNB,0.3808574707031249,2252.0,
2026-08-05,ABUS,-0.7617196484375001,2636.0,
2026-08-05,ABX,,1012.0,
2026-08-05,ACA,0.6873763928222659,40.0,
2026-08-05,ACDC,,350.0,
2026-08-05,ACHV,-0.3710900390625001,2350.0,
2026-08-05,ACIC,-0.38085556640625,70.0,
2026-08-05,ACIW,1.1586859252929682,72.0,
2026-08-05,ACLS,0.01562492187500042,592.0,
2026-08-05,ACMR,0.14844197021484362,2388.0,
2026-08-05,ACRS,0.5546847265625003,916.0,
2026-08-05,ACT,,0.0,
2026-08-05,AD,,20.0,
2026-08-05,ADMA,0.17968570312499998,3936.0,
2026-08-05,ADNT,0.11620977539062483,1722.0,
2026-08-05,ADV,,0.0,
2026-08-05,AES,-0.023437265624999926,0.0,
2026-08-05,AEVA,0.3749981250000003,3746.0,
2026-08-05,AFL,0.02050760742187513,1426.0,
2026-08-05,AGL,0.16821204956054703,232.0,
2026-08-05,AGO,0.0009765527343750247,46.0,
2026-08-05,AHR,,610.0,
2026-08-05,AIG,,268.0,
2026-08-05,AIP,0.0888667431640624,684.0,
2026-08-05,AKAM,0.2114299951171874,2334.0,
2026-08-05,ALB,0.4941381542968746,3558.0,
2026-08-05,ALL,0.17846501220703148,2066.0,
2026-08-05,ALM,1.023436640625,2048.0,
2026-08-05,ALNT,-0.44408735595703125,122.0,
2026-08-05,ALRM,0.2187478125,0.0,
2026-08-05,AMLX,0.4501987939453127,226.0,
2026-08-05,AMN,0.187498125,168.0,
2026-08-05,AMPH,0.13476427734375007,334.0,
2026-08-05,AMPL,0.08398395507812495,1134.0,
2026-08-05,AMPX,0.37499625000000003,1254.0,
2026-08-05,AMR,0.48974693969726557,1672.0,
2026-08-05,AMRZ,0.21410918701171888,228.0,
2026-08-05,AMSC,-1.062007658691406,4446.0,
2026-08-05,ANAB,0.762695354003906,546.0,
2026-08-05,ANIP,-0.3767052172851563,120.0,
2026-08-05,AORT,-0.17675692871093718,550.0,
2026-08-05,APA,0.4550802148437496,11890.0,
2026-08-05,APLE,0.5966788769531253,850.0,
2026-08-05,APP,-1.154903952026367,9926.0,
2026-08-05,APPN,0.06640591796874995,6042.0,
2026-08-05,AQN,-1.53124359375,0.0,
2026-08-05,ARDX,1.410155419921875,6296.0,
2026-08-05,ARHS,0.5234390625,2224.0,
2026-08-05,ARKO,,0.0,
2026-08-05,ARLO,-0.45312046875000006,376.0,
2026-08-05,ARQT,0.187498125,786.0,
2026-08-05,ARRY,0.0859370703125002,5458.0,
2026-08-05,ARTV,0.023437265625000148,27.0,
2026-08-05,ARW,0.22790299438476547,136.0,
2026-08-05,ASIX,-0.058593164062499925,326.0,
2026-08-05,ASND,-0.34569966796875,2502.0,
2026-08-05,ASTE,,0.0,
2026-08-05,ASTH,0.1840811108398439,76.0,
2026-08-05,ATEN,-0.4858349853515625,1870.0,
2026-08-05,ATI,0.03832969482421855,1560.0,
2026-08-05,ATMU,-0.2929658203125001,2.0,
2026-08-05,ATO,,206.0,
2026-08-05,ATS,0.062499374999999996,74.0,
2026-08-05,AUGO,0.94725615234375,286.0,
2026-08-05,AUPH,-0.4062459375000001,3462.0,
2026-08-05,AVNT,,16.0,
2026-08-05,AVPT,-0.4335894140625001,934.0,
2026-08-05,AVT,0.3793963159179683,1426.0,
2026-08-05,AWR,0.4487259814453124,182.0,
2026-08-05,AXON,-1.331355706481933,1194.0,
2026-08-05,BAM,0.2680637255859376,1124.0,
2026-08-05,BATRA,0.187498125,22.0,
2026-08-05,BATRK,0.2187478125,966.0,
2026-08-05,BBD,1.5507820898437497,168.0,
2026-08-05,BBDC,-0.45312046875,2.0,
2026-08-05,BBSI,,0.0,
2026-08-05,BCE,0.2705051074218752,930.0,
2026-08-05,BCO,0.0,308.0,
2026-08-05,BCRX,-0.4277300976562501,7178.0,
2026-08-05,BDX,0.3151823950195314,1840.0,
2026-08-05,BFS,,8.0,
2026-08-05,BHF,0.007324145507812602,118.0,
2026-08-05,BKH,-0.3623010644531252,2136.0,
2026-08-05,BKSY,0.010742133789062525,5550.0,
2026-08-05,BKV,0.48535349609375,288.0,
2026-08-05,BLBD,0.18359191406249997,482.0,
2026-08-05,BLFS,0.187498125,2098.0,
2026-08-05,BLLN,0.2976098071289064,46.0,
2026-08-05,BLMN,0.3105494531250004,162.0,
2026-08-05,BMRN,0.5390624072265626,1794.0,
2026-08-05,BNT,0.27489959472656245,0.0,
2026-08-05,BOBS,-1.249995,122.0,
2026-08-05,BROS,-0.03124984374999995,4916.0,
2026-08-05,BSY,-0.4199176757812501,844.0,
2026-08-05,BTG,-0.8281233593749995,1096.0,
2026-08-05,BUR,,2296.0,
2026-08-05,BVS,1.197259794921875,0.0,
2026-08-05,BWA,-0.27221407470703113,6126.0,
2026-08-05,BXSL,0.3203092968749999,25540.0,
2026-08-05,CACI,-0.34338035522460947,242.0,
2026-08-05,CAI,-0.7343676562500001,5262.0,
2026-08-05,CAPL,,46.0,
2026-08-05,CARG,-0.5673771386718749,404.0,
2026-08-05,CARS,0.32812757812500004,144.0,
2026-08-05,CART,1.457030327148437,964.0,
2026-08-05,CBL,-0.16821120849609372,0.0,
2026-08-05,CCOI,-0.03515607421875,2006.0,
2026-08-05,CCSI,0.2187478125,8.0,
2026-08-05,CCU,,0.0,
2026-08-05,CDE,0.48437015625,7314.0,
2026-08-05,CDRE,0.9150408642578127,84.0,
2026-08-05,CDW,0.5812930151367188,4874.0,
2026-08-05,CECO,0.14160085449218718,470.0,
2026-08-05,CEG,1.0693407348632809,7802.0,
2026-08-05,CELH,1.4999926562500001,16808.0,
2026-08-05,CENT,,0.0,
2026-08-05,CENTA,,0.0,
2026-08-05,CENX,0.02832002929687505,1566.0,
2026-08-05,CF,0.7675781884765622,3640.0,
2026-08-05,CG,0.2568333691406248,4084.0,
2026-08-05,CGBD,1.23632544921875,714.0,
2026-08-05,CGEM,-0.8496063769531252,156.0,
2026-08-05,CGNX,0.01757794921875,4684.0,
2026-08-05,CGON,0.2243641125488276,2189.0,
2026-08-05,CHH,0.4719191088867188,1858.0,
2026-08-05,CHRD,0.6519766809082033,1358.0,
2026-08-05,CHYM,0.321285849609375,31118.0,
2026-08-05,CIM,,1871.0,
2026-08-05,CLDX,1.163083364257812,76.0,
2026-08-05,CLMT,0.04199176757812506,14836.0,
2026-08-05,CLOV,-1.0624971874999998,10986.0,
2026-08-05,CLSK,0.20312398437500012,45094.0,
2026-08-05,CMP,0.49609472167968716,184.0,
2026-08-05,CMPS,0.005859316406249926,26130.0,
2026-08-05,CNQ,-0.002929658203125074,5664.0,
2026-08-05,CNR,0.27563200927734366,3572.0,
2026-08-05,COKE,-0.36034795898437516,746.0,
2026-08-05,COLD,0.007812421874999975,3348.0,
2026-08-05,COLL,,534.0,
2026-08-05,CON,0.7475578759765621,100.0,
2026-08-05,COP,0.6206049267578126,2664.0,
2026-08-05,COR,0.19390675231933607,966.0,
2026-08-05,CPA,0.1000966552734377,2200.0,
2026-08-05,CPAY,-0.2083414224243164,12.0,
2026-08-05,CPK,0.055907644042968774,12.0,
2026-08-05,CPRI,0.34472311523437493,23378.0,
2026-08-05,CPS,0.17089758300781255,310.0,
2026-08-05,CQP,-0.2709933837890624,96.0,
2026-08-05,CRAI,0.6352526806640626,14.0,
2026-08-05,CRCL,0.32031539062500003,45940.0,
2026-08-05,CRL,0.15295257202148438,26.0,
2026-08-05,CRON,0.37499625000000003,3962.0,
2026-08-05,CRSR,0.24804563476562502,6812.0,
2026-08-05,CRTO,0.5302733691406252,202.0,
2026-08-05,CRUS,0.025390371093749975,414.0,
2026-08-05,CRVS,0.035160957031249995,3014.0,
2026-08-05,CSV,0.5561538525390627,22.0,
2026-08-05,CTKB,,0.0,
2026-08-05,CTMX,-1.2734317578124998,1940.0,
2026-08-05,CTRE,0.31933274414062507,1316.0,
2026-08-05,CVS,0.23437265625,15518.0,
2026-08-05,CVSA,0.922842333984375,484.0,
2026-08-05,CW,0.23177868804931634,288.0,
2026-08-05,CWEN,-0.31737963867187496,428.0,
2026-08-05,CWK,-0.14843601562499997,2638.0,
2026-08-05,CWST,-0.42846251220703124,10.0,
2026-08-05,CXT,0.23437265625,8.0,
2026-08-05,CXW,0.0571283349609375,23246.0,
2026-08-05,CYD,0.2187478125,104.0,
2026-08-05,CYRX,0.21680033203125004,4130.0,
2026-08-05,CYTK,0.22436299072265609,19512.0,
2026-08-05,DAN,0.33691069335937485,228.0,
2026-08-05,DASH,0.1052240832519531,11596.0,
2026-08-05,DAVE,-0.08581500061035152,904.0,
2026-08-05,DBX,1.6074205615234374,28300.0,
2026-08-05,DCBO,-0.3349635302734375,168.0,
2026-08-05,DCH,-0.8437470312500002,1252.0,
2026-08-05,DCO,0.19653123779296855,8.0,
2026-08-05,DDOG,-0.0742183789062496,6248.0,
2026-08-05,DFTX,-0.019042873535156657,9890.0,
2026-08-05,DGII,0.2187478125,28.0,
2026-08-05,DHT,-0.31249687500000006,20342.0,
2026-08-05,DIOD,0.9623978442382816,78.0,
2026-08-05,DIS,0.6044861425781249,21430.0,
2026-08-05,DK,0.437257353515625,1580.0,
2026-08-05,DKL,0.8881807055664064,406.0,
2026-08-05,DKNG,1.2773440429687506,58854.0,
2026-08-05,DLX,-0.397456962890625,3946.0,
2026-08-05,DMLP,0.16894362304687505,492.0,
2026-08-05,DNA,0.298826630859375,1078.0,
2026-08-05,DNLI,0.9335844140625,342.0,
2026-08-05,DNOW,-0.257809921875,1628.0,
2026-08-05,DNTH,0.34936174072265613,48.0,
2026-08-05,DNUT,,1510.0,
2026-08-05,DOCS,0.2187478125,3348.0,
2026-08-05,DOX,-0.4243121630859377,428.0,
2026-08-05,DRVN,-0.16015544921874958,92.0,
2026-08-05,DSGR,0.10937390625,0.0,
2026-08-05,DT,0.029784858398437475,5810.0,
2026-08-05,DUOL,1.7831942871093749,3188.0,
2026-08-05,DV,0.32226785156249993,0.0,
2026-08-05,DXPE,0.6339115185546873,56.0,
2026-08-05,EBAY,0.037109189453125024,4368.0,
2026-08-05,ECPG,-0.47558118164062496,4.0,
2026-08-05,ECVT,,504.0,
2026-08-05,ED,0.516596396484375,5304.0,
2026-08-05,EE,0.3159148095703125,328.0,
2026-08-05,EFC,0.66211009765625,194.0,
2026-08-05,EFXT,0.1357415087890621,738.0,
2026-08-05,EGY,0.6054692187499996,4340.0,
2026-08-05,EHC,-0.01586898193359365,1800.0,
2026-08-05,ELA,0.2187478125,18.0,
2026-08-05,ELAN,0.23437265625,118.0,
2026-08-05,ELF,1.5527266894531249,3804.0,
2026-08-05,EMA,0.4287133276367182,198.0,
2026-08-05,ENOV,-0.34619326904296877,86.0,
2026-08-05,EOSE,1.2499965625,32058.0,
2026-08-05,EPAM,0.09692285888671859,1624.0,
2026-08-05,EPC,-0.04150349121093755,186.0,
2026-08-05,EQX,-0.36913693359375,3328.0,
2026-08-05,ERO,0.3251972900390627,26970.0,
2026-08-05,ESAB,0.43383882324218737,4.0,
2026-08-05,ESE,0.10937390625,42.0,
